site,mse,r2,relative_error,mae,rmse
US-Prr,0.004298492921878564,-0.0006333179109976328,0.9942455208729998,0.04480888163178506,0.06556289287301593
US-Ro1,0.007263408121624714,-0.0003040096207882481,1.0052714790026327,0.04495471702591134,0.08522563066134925
US-Ro4,0.012897388655493128,-0.000998400155519663,1.180635328349971,0.07304098901040124,0.11356667053098425
US-Ro5,0.009172712673703847,0.00017372246780478218,1.0062783985566675,0.05004180657334229,0.09577427981302625
US-Ro6,0.010561059056136454,-0.0002883622811731268,1.0343033465469458,0.0650465692843303,0.10276701346315584
US-SRC,0.003679621009598204,-0.005452479786777875,1.4243633403371936,0.040843103850602316,0.06065987973610073
US-SRG,0.005357941969197301,-0.0014350102508984275,1.3415343974337053,0.04301005878227534,0.07319796424216524
US-SRM,0.0036696965071370056,-6.898593973225786e-05,1.0091663893859961,0.03471909484703595,0.06057802000013706
US-Seg,0.00332386582790083,-0.00016000950136740855,1.023148425648275,0.03440137570016861,0.057652977615218017
US-Ses,0.003416272183303098,-4.471126152627569e-05,1.0044228762212748,0.0385419822071018,0.058448885218651506
US-Sne,0.006222374397656822,-0.0010538105417572385,1.1668741336410902,0.05243634543811335,0.07888202835663408
US-Snf,0.015215111534366714,-0.0019115494249801745,1.1299300784520565,0.10450926919947494,0.12334955019928817
US-Syv,0.016042071959441843,-0.002696892783519589,1.1679164077446136,0.09521352017546546,0.1266573012480601
US-Ton,0.0015237054112875327,-0.00021567440574088437,1.0467070475398894,0.027765433127509793,0.03903466935030362
US-Tw3,0.01836181777960747,-0.00034643102457976305,1.0606337175662792,0.1100196663638951,0.13550578504110986
US-Tw4,0.01361760536286216,-0.0018261434628039641,1.0967429098115382,0.077603191285059,0.11669449585504091
US-Twt,0.015683510302508398,-0.0009384515949248939,1.0011562893740156,0.08072159454868451,0.1252338225181536
US-Var,0.002217225542169398,-0.004528453759200302,1.1213792642083398,0.028069563126845214,0.04708742445886585
US-WCr,0.005809121299550239,-0.000394183065018483,1.0705228767087123,0.05026968366678309,0.07621759179841776
US-WPT,0.0061925158065799695,-0.0029108030518809613,1.038873495354427,0.04912684145475656,0.07869253971362196
US-Whs,0.0012655892490607765,-0.00495335488857096,1.6196758926988521,0.02230858362187352,0.035575121209361696
US-Wi0,0.0034705238018468945,-0.004740374702642214,1.2451325303802672,0.046080969259431996,0.058911151761333734
US-Wi1,0.026922642301676097,-0.010321419537240084,1.1573265002481965,0.12719077703692527,0.1640812064243681
US-Wi2,0.004085869702687386,-0.011038634961066274,1.3148493008081306,0.033125757692788776,0.0639208080572155
US-Wi3,0.01697114381225208,-0.018206373816598065,1.1953382122021086,0.10906776726489935,0.13027334267704993
US-Wi4,0.007569762692182302,-0.0014169354589621541,1.0184751968046502,0.0704974256338186,0.08700438317798881
US-Wi5,0.0031270678532411946,-0.02595487865020263,1.2098227879212242,0.04399142164878426,0.05592019182049714
US-Wi6,0.0038725787403309344,-0.02246071523501003,1.3009989963912765,0.036362214084202156,0.06223004692534736
US-Wi7,0.006332838602756104,-0.02194835218482849,8.298476281405048,0.06250379902887938,0.07957913421718098
US-Wi8,0.011516611407254367,-0.006566260263692891,1.0370447719844582,0.0844757826061625,0.10731547608455347
