site,test_loss,mse,r2,relative_error,mae,rmse
US-CF4,0.0030728911515325,0.0030728904530406,0.7541385889053345,0.9801532030105592,0.0256277117878198,0.0554336570203304
US-CRT,0.018673725426197,0.0186737272888422,-2.8260040283203125,2.679686546325684,0.0717406198382377,0.1366518437862396
US-CS1,0.0003050039813388,0.0003050040104426,0.1340470314025879,2.2995622158050537,0.0121005540713667,0.0174643639475107
US-CS3,0.0009338015806861,0.0009338015806861,0.435074508190155,1.7725156545639038,0.019533546641469,0.0305581670254468
US-CS4,0.000124482307001,0.0001244823361048,-1.846830129623413,0.1819456070661544,0.009002168662846,0.0111571652814745
US-EDN,0.0033600896131247,0.0033600889146327,0.7482273578643799,1.1173338890075684,0.0362313650548458,0.0579662732779979
US-GLE,0.0009869614150375,0.0009869617642834,0.8342121839523315,2.6258351802825928,0.0190397556871175,0.0314159467816352
US-Goo,0.0025818785652518,0.0025818785652518,0.7946860790252686,1.4600636959075928,0.0324983149766922,0.0508121885359287
US-HB1,0.0006198706687428,0.0006198706105351,0.5516229867935181,1.7214205265045166,0.0165266040712595,0.0248972009867429
US-HWB,0.0011447905562818,0.0011447904398664,0.4809728860855102,2.665459156036377,0.0183097422122955,0.0338347516953945
US-Hn3,0.0004950136062689,0.0004950137226842,-0.5649127960205078,2.1280171871185303,0.0174060110002756,0.0222489032894372
US-Ho2,0.0026538423262536,0.0026538416277617,0.5887502431869507,1.4050730466842651,0.0297689735889434,0.0515154488384723
US-IB2,0.000567385170143,0.000567385170143,0.894548773765564,0.6668718457221985,0.0136312050744891,0.0238198488950729
US-ICs,0.0001403534115524,0.0001403534115524,0.762378454208374,2.2875571250915527,0.006779414601624,0.0118470843881368
US-ICt,5.815959593746811e-05,5.815960685140453e-05,0.6337297558784485,1.4956620931625366,0.0035400129854679,0.0076262447983026
US-Ivo,0.009490474127233,0.0094904750585556,0.6233025789260864,1.7491793632507324,0.0617203004658222,0.0974190682172775
US-Jo2,0.0010632516350597,0.0010632515186443,0.2042766213417053,3.2796993255615234,0.0147660495713353,0.0326075367629528
US-KFS,0.0012123109772801,0.0012123112101107,0.3901577591896057,2.386173963546753,0.0204107426106929,0.0348182581365108
US-KLS,0.0014458177611231,0.0014458176447078,0.3629345893859863,2.68273401260376,0.0215692147612571,0.0380239076912403
US-KS1,0.001116533530876,0.0011165332980453,0.7688910961151123,0.7486903071403503,0.0196926854550838,0.0334145687520504
US-KS2,0.0249384026974439,0.0249383896589279,-1.5143625736236572,4.703476428985596,0.086323544383049,0.1579189300537109
US-KS3,0.000478227273561,0.0004782271571457,0.3135452270507812,16.976009368896484,0.0157313887029886,0.0218684058636426
US-LWW,0.0050853113643825,0.0050853099673986,-1.210155725479126,4.648984909057617,0.0450130738317966,0.0713113620877265
US-Lin,0.0086326403543353,0.0086326394230127,0.4032478928565979,2.663942337036133,0.0644704475998878,0.0929119959473609
US-Los,0.0095224762335419,0.0095224808901548,-0.2523314952850342,3.702183723449707,0.0685506239533424,0.0975831970572471
US-MOz,0.0008257488370873,0.0008257488370873,0.8393840789794922,3.315620422363281,0.0165737476199865,0.0287358462810516
US-Me1,0.0048286593519151,0.0048286588862538,0.4096149802207947,2.284538745880127,0.0485948696732521,0.0694885551929473
US-Me2,0.0014373927842825,0.0014373923186212,0.7667641639709473,14.31049346923828,0.0245728883892297,0.0379129573702812
US-Me3,0.2965135276317596,0.2965134978294372,-44.64956283569336,50.15189743041992,0.5075580477714539,0.5445305109024048
US-Me4,0.0211511328816413,0.0211511366069316,-4.795294284820557,46.89326095581055,0.1190714389085769,0.1454343050718307
US-Me5,0.0039121233858168,0.0039121243171393,0.8348124623298645,1.7401180267333984,0.0414027161896228,0.0625469759106636
US-Me6,0.0023853359743952,0.0023853352759033,0.8041257858276367,1.4739490747451782,0.0333423726260662,0.0488398931920528
US-Mpj,0.0039344052784144,0.0039344038814306,0.0651955008506774,3.835144281387329,0.0380308926105499,0.0627248287200927
US-Myb,0.0031404078472405,0.0031404083129018,0.7750968933105469,1.517714262008667,0.0306507535278797,0.0560393445193767
US-NC1,0.006773539353162,0.0067735356278717,0.5066461563110352,1.0935890674591064,0.0464373901486396,0.082301490008831
US-NC4,0.0013349906075745,0.0013349904911592,0.7336286306381226,1.16981041431427,0.023204680532217,0.0365375205874443
US-NR1,0.0020554645452648,0.0020554638467729,0.8945082426071167,0.7197681665420532,0.0253523848950862,0.0453372225165367
US-ONA,0.0006084317574277,0.0006084318156354,0.832996129989624,1.305343508720398,0.0144497789442539,0.0246664099395275
US-OWC,0.0011636971030384,0.0011636971030384,0.7847102284431458,1.0557342767715454,0.0239030979573726,0.0341130048036575
US-Oho,0.0014516318915411,0.0014516313094645,0.9077050685882568,0.9546493887901306,0.0213565379381179,0.038100279867649
US-Prr,0.0006226010154932,0.0006226011901162,0.8554545640945435,1.6016035079956057,0.0148714138194918,0.0249519776552915
US-Ro1,0.001451990683563,0.0014519918477162,0.7977234125137329,0.9879377484321594,0.0172694623470306,0.0381050109863281
US-Ro4,0.0012130124960094,0.0012130115646868,0.8926081657409668,2.2131576538085938,0.0172957498580217,0.0348283164203166
US-Ro5,0.0025763830635696,0.002576382830739,0.8283543586730957,1.3208974599838257,0.0208491403609514,0.0507580824196338
US-Ro6,0.0035126612056046,0.0035126626025885,0.4524275064468384,2.152760505676269,0.0293049085885286,0.0592677183449268
US-SRC,0.0011999182170256,0.001199917984195,0.0872209668159484,3.7616641521453857,0.0206418242305517,0.0346398316323757
